﻿spotifyURI,trackName,artistName,albumName,discNumber,trackNumber,trackDuration,addedBy,addedAt
"spotify:track:5BRrBkpj0An7PViNqMCoGa","Dum Dee Dum","Keys N Krates","All Trap Music 2","1","19","192000","spotify:user:johanbrook","2014-08-31T15:15:56Z"
"spotify:track:5634I6Nu5oVMSBMI7uzEb1","Drought - Eitan Reiter Remix","A. Balter, Eitan Reiter","You're A Fish EP","1","3","538508","spotify:user:johanbrook","2014-09-10T17:38:55Z"
"spotify:track:0rJu6zgrRvxdOpWgWAtqJj","FUSE","Hudson Mohawke","Warp Records Sampler 2010","1","15","192240","spotify:user:johanbrook","2014-09-10T19:16:57Z"
"spotify:track:3Tbhy4gRzNV0TOEPaVG8RJ","Don't You Find","Jamie T","Don't You Find","1","1","255720","spotify:user:johanbrook","2014-09-16T09:11:32Z"
"spotify:track:61riWqrVV5Sj1xx2wPuy08","Ezra","Flume","Flume (Deluxe Edition)","1","9","217188","spotify:user:johanbrook","2014-09-19T19:39:20Z"
"spotify:track:6cG4MoOgBSzjsMmsM9Rnfz","Space Cadet","Flume","Flume (Deluxe Edition)","1","11","132544","spotify:user:johanbrook","2014-09-19T19:46:41Z"
"spotify:track:2oAeHCB85z6AwS45UBcYVI","A Baru In New York","Flume","Flume (Deluxe Edition)","2","12","337500","spotify:user:johanbrook","2014-09-19T20:36:34Z"
"spotify:track:2LCUFZHyZQbnN43585VprM","Prisma","CFCF","Driftless Ambient I","1","1","260599","spotify:user:johanbrook","2014-09-24T07:43:30Z"
"spotify:track:3AdrTMuTUgK4ygcBD6u938","Slow Acid","Calvin Harris","Slow Acid","1","1","219693","spotify:user:johanbrook","2014-10-17T09:09:23Z"
"spotify:track:0XxzI6pndQPlI2hi1uDnWJ","Silent Shout","The Knife","Silent Shout","1","1","293626","spotify:user:johanbrook","2014-10-27T14:22:09Z"
"spotify:track:3yFeXWxKHRed0lXMXgv102","Theme from Call of Duty Black Ops II","Jack Wall","Call of Duty Black Ops II","1","1","337974","spotify:user:johanbrook","2014-11-07T15:07:01Z"
"spotify:track:021Dbw4GkAwkkFuot41mR0","Zvenya","Winterlight","Hope Dies Last","1","9","473600","spotify:user:johanbrook","2014-11-07T15:20:43Z"
"spotify:track:4TsHKiS6NyJXbFRY3vRAF7","On Yr Side","Slow Magic","How to Run Away","1","8","191560","spotify:user:johanbrook","2014-11-10T23:14:50Z"
"spotify:track:5WmiLoRHqFChpwaeep4nzM","Fall Underneath","Snakadaktal","Sleep In The Water","1","1","255020","spotify:user:johanbrook","2014-12-03T21:02:28Z"
"spotify:track:6iIaN6fxRYfqcWrqJlobb6","Pizza Guy","Touch Sensitive","Pizza Guy / Show Me","1","1","349413","spotify:user:johanbrook","2014-12-28T10:34:22Z"
"spotify:track:2d9KBVxb6bUfVCjjv1JAVe","The Big Ship - 2004 Digital Remaster","Brian Eno","Another Green World","1","5","181933","spotify:user:johanbrook","2015-01-19T10:14:26Z"
"spotify:track:4PWY72AubTjoZrohQt0pWn","Tuesday (feat. Drake)","ILOVEMAKONNEN, Drake","I LOVE MAKONNEN","1","3","321987","spotify:user:johanbrook","2015-01-22T15:06:36Z"
"spotify:track:2codBhfsga8ZzW4Y9T9VVN","KAVINSKY - Roadgame (KaVinsfeld Remix)","VINSFELD, Kavinsky","Roadgame (Kavinsfeld Remix)","1","1","259056","spotify:user:johanbrook","2015-01-27T21:01:22Z"
"spotify:track:0cDHae0XlxBDFMMLPUOlvL","Paris","Black Atlass","Paris","1","1","337933","spotify:user:johanbrook","2015-02-01T13:23:36Z"
"spotify:track:4WGbjZ8fWDOEg6OPHehkx9","Do It Again","ZES","Hindsight - EP","1","5","271975","spotify:user:johanbrook","2015-02-02T19:39:46Z"
"spotify:track:1XjwrW3JufY1GcGPWLx3OV","Faded - Odesza Remix","ZHU","Faded (Remixes)","1","6","240106","spotify:user:johanbrook","2015-02-02T19:41:10Z"
"spotify:track:7aq67cPBjJUmUs0GmGowzy","Heading South - Original Mix","Mitch Murder","Glass Cities","1","2","259834","spotify:user:johanbrook","2015-02-08T14:10:22Z"
"spotify:track:6LrK43sxqjN03CbnWeVs1R","Pink Medicine","Bearson","Next Wave Records","1","1","233013","spotify:user:johanbrook","2015-02-10T17:57:22Z"
"spotify:track:1EmvrWhKuE9baUZTncWMOP","Our Demons - filous Remix","The Glitch Mob, Aja Volkman, filous","Our Demons (filous Remix)","1","1","225269","spotify:user:johanbrook","2015-02-20T18:09:53Z"
"spotify:track:0qZhCGaAhWgqEUJxN4RHzU","A City Game","Sayem","A City Gone Mad With Fever","1","8","299973","spotify:user:johanbrook","2015-02-28T16:07:20Z"
"spotify:track:6dOdYbRe6ksQuDvYHjTxqE","Chasing After a Queen","Sayem","A City Gone Mad With Fever","1","5","309453","spotify:user:johanbrook","2015-02-28T16:41:34Z"
"spotify:track:1Bildp7NM39gR3smbMh8W1","begin again","Purity Ring","another eternity","1","6","217201","spotify:user:johanbrook","2015-03-09T22:39:33Z"
"spotify:track:3Qo3BEjM2KU47ZImgpx5Wp","Never Too Far","Sorrow","Search Of The Miraculous","1","1","313804","spotify:user:johanbrook","2015-03-09T23:07:41Z"
"spotify:track:2JLIpFvWxWi400wL0kmEuO","Undone","Phoria","Display","1","2","244130","spotify:user:johanbrook","2015-03-09T23:35:06Z"
"spotify:track:7FRPjjCsYo6SPF3rWFQZy5","Concept 1","Kodomo","Still Life","1","4","307546","spotify:user:johanbrook","2015-03-14T17:29:56Z"
"spotify:track:7frqaCMi7gVCD7JBuDrmEd","Lost It To Trying","Son Lux","Lanterns","1","2","282586","spotify:user:johanbrook","2015-03-14T18:21:40Z"
"spotify:track:1twLxJP3DWzN4NDOV01sQ5","Epsilon - Original Mix","Kygo","Epsilon","1","1","364817","spotify:user:johanbrook","2015-03-17T22:08:29Z"
"spotify:track:4dXe0OJLfh62KVqQeDiPxR","Wayfaring Stranger - AKA AKA & Thalstroem's Radio Edit","Joachim Pastor, Florence Bird","Wayfaring Stranger Radio Edit (feat. Florence Bird)","1","1","234766","spotify:user:johanbrook","2015-03-18T17:42:42Z"
"spotify:track:1jDruxChHLoR5hfRE0rayN","The Dreamer","Euripides","The Dreamer","1","1","552433","spotify:user:johanbrook","2015-03-30T07:50:15Z"
"spotify:track:4tjkkJeIbR5fBU61YrBSaY","Very First Breath","Hudson Mohawke, Irfane","Very First Breath (feat. Irfane)","1","1","184280","spotify:user:johanbrook","2015-04-01T21:17:15Z"
"spotify:track:1QqVXJhaHXpWHrnaEvTzi1","Circles","machineheart, Vanic","Circles","1","1","283680","spotify:user:johanbrook","2015-04-01T21:40:10Z"
"spotify:track:61eYKkSZpSb6DxF1DqO2li","Sad Boys","Kleerup","As If We Never Won","1","1","259958","spotify:user:johanbrook","2015-04-21T09:08:14Z"
"spotify:track:7HTRaqpmLITPMuhZGX0Iak","I Fell In Love","Gidge","Autumn Bells","1","3","385726","spotify:user:johanbrook","2015-04-22T14:45:05Z"
"spotify:track:1lNM9XSCbYhKJ7ye7Ldbh1","Beauty of the Unhidden Heart - Bassnectar Remix","The Glitch Mob, Sister Crayon, Bassnectar","Love Death Immortality (Remixes)","1","1","334000","spotify:user:johanbrook","2015-04-25T18:44:45Z"
"spotify:track:3iFjScPoAC21CT5cbAFZ7b","Our Demons (feat. Aja Volkman)","The Glitch Mob, Aja Volkman","Love Death Immortality","1","2","316312","spotify:user:johanbrook","2015-04-25T19:33:33Z"
"spotify:track:1MHNTOgD58Cdw8IoCs97xM","Becoming Harmonious (feat. Metal Mother)","The Glitch Mob, Metal Mother","Love Death Immortality","1","4","280422","spotify:user:johanbrook","2015-04-25T21:56:37Z"
"spotify:track:6VPwlEWUcNnnR1CSH9UAbT","Fog","Nosaj Thing","Drift","1","2","222173","spotify:user:johanbrook","2015-05-07T10:09:44Z"
"spotify:track:4XEKCTeQFqyThTUGyq2yNS","The Way U Do","Shlohmo","Vacation - Single","1","1","318750","spotify:user:johanbrook","2015-05-07T10:24:56Z"
"spotify:track:50ZDbhnlsuXBGWXPdsZuj4","For Body and Kenzie","Teen Daze","All of Us, Together","1","4","363040","spotify:user:johanbrook","2015-05-07T17:13:11Z"
"spotify:track:29sqncJHpO5wsK4SrSMZEQ","DC Maniac","Teddybears","Musik ur teaterföreställningen Don Carlos","1","2","210333","spotify:user:johanbrook","2015-05-08T08:24:16Z"
"spotify:track:6PfbznKKcnTdGOTUg63tL3","Little Stereo (feat. Daddy Boastin')","Teddybears, Daddy Boastin","Soft Machine","1","11","184653","spotify:user:johanbrook","2015-05-08T10:08:50Z"
"spotify:track:0OFVdGvxShHUdQES84ecmd","Addicted To A Memory","Zedd, Bahari","Addicted To A Memory","1","1","303186","spotify:user:johanbrook","2015-05-11T18:49:48Z"
"spotify:track:4FXj4ZKMO2dSkqiAhV7L8t","Evil Beauty","Blackmill","Reach For Glory","1","1","228004","spotify:user:johanbrook","2015-05-17T19:05:37Z"
"spotify:track:1lvzmxNejb0ZKmmMSfhibh","Us","Haring","Nowadays","1","4","282196","spotify:user:johanbrook","2015-05-26T08:21:54Z"
"spotify:track:1ilL0dwBEE2LnVzCUeXUEc","Clockworks","Franskild","Clockworks","1","1","266871","spotify:user:johanbrook","2015-06-02T19:09:56Z"
"spotify:track:4JZYNdatNCeyLTMXArSa5Y","No End","Jaakko Eino Kalevi","Dreamzone","1","3","272000","spotify:user:johanbrook","2015-06-02T21:59:26Z"
"spotify:track:3PGYnbU4HJDUw01PrME2pz","Yulquen","Autechre","Amber","1","9","397000","spotify:user:johanbrook","2015-06-05T18:58:29Z"
"spotify:track:5B6DrPM6zV3KBzVc4zutSD","Monument","Röyksopp, Robyn","Do It Again","1","1","597402","spotify:user:johanbrook","2015-06-12T18:18:58Z"
"spotify:track:6Nt2Su1bBdVcmxSDQO9peo","Bassically","Tei Shi","Bassically","1","1","291117","spotify:user:johanbrook","2015-06-12T20:03:11Z"
"spotify:track:6vyrtDWKsWjKRjIxxg24QJ","Mouthful of Diamonds","Phantogram","Eyelid Movies","1","1","253426","spotify:user:johanbrook","2015-06-14T21:18:25Z"
"spotify:track:3r08xuy9v1HEn1IZBt8iQP","Intro","Panda Da Panda","Flaoua Paoua","1","1","165080","spotify:user:johanbrook","2015-06-25T11:00:29Z"
"spotify:track:1psLk1vyU07CZ4c47dMG2A","Final Solution (Velferd Remix)","Pow Pow","Final Solution","1","2","411031","spotify:user:johanbrook","2015-07-08T19:24:29Z"
"spotify:track:4K6XQKmSiR70aWnhCNfGfU","Remurdered","Mogwai","RAVE TAPES","1","3","385946","spotify:user:johanbrook","2015-07-13T10:54:51Z"
"spotify:track:5k9mHU5sfkjeodb1beXjmP","Superstitions","Misun","Superstitions","1","4","165810","spotify:user:johanbrook","2015-07-21T14:06:30Z"
"spotify:track:7BaTwYXSUue5bROAXfWNVR","Lights (Instrumental Version)","Off The Record Instrumentals","October 2011 Pop Hits Instrumentals","1","1","211540","spotify:user:johanbrook","2015-07-24T13:15:27Z"
"spotify:track:3TmkViBJdzJS9XAEyawzh7","Placid Acid","Tourist","Tourist","1","1","285744","spotify:user:johanbrook","2015-07-24T15:52:17Z"
"spotify:track:1IlTnE6JAjxIBTx2oKCgty","Indian Summer","Jai Wolf","Indian Summer","1","1","248470","spotify:user:johanbrook","2015-07-26T19:50:02Z"
"spotify:track:5i673jIY94eDRSN2YuFO4X","Fog","Jabberwocky, Ana Zimmer","Fog","1","1","275796","spotify:user:johanbrook","2015-07-26T20:22:28Z"
"spotify:track:3vv9phIu6Y1vX3jcqaGz5Z","Roses","The Chainsmokers, ROZES","Roses","1","1","226738","spotify:user:johanbrook","2015-07-26T21:32:44Z"
"spotify:track:7EmJduYwCoPtcQM9QLmvKf","Discoloration","Dawn Golden","Still Life","1","1","224946","spotify:user:johanbrook","2015-07-27T12:08:28Z"
"spotify:track:66jE8Wx8Hoq2PkfUjrWAXY","Waiting Game - Postiljonen Remix","BANKS, Postiljonen","Goddess (Remixes)","1","6","264000","spotify:user:johanbrook","2015-07-29T10:22:47Z"
"spotify:track:3WY9A8QQkavF4UjCHQ2gIo","I Want You - Radio Edit","Elephante, RUMORS","I Want You","1","1","198867","spotify:user:johanbrook","2015-08-04T10:27:01Z"
"spotify:track:1aIc2KD4xOfz2qwCXQucpv","Gosh","Jamie xx","In Colour - Preview White Label","1","2","291018","spotify:user:johanbrook","2015-08-06T17:44:13Z"
"spotify:track:2WJYBT4d1EN90kvEsEDghA","Wolfhour","DNKL","Wolfhour","1","1","278106","spotify:user:johanbrook","2015-08-16T22:35:55Z"
"spotify:track:5hJ5GKmAR48gxiYeR8hWus","I Never Loved This Hard This Fast Before","Tami Tamaki","I Never Loved This Hard This Fast Before","1","1","262011","spotify:user:johanbrook","2015-08-17T06:28:49Z"
"spotify:track:747GlgtWBXPKiqSGQsucIM","stranger than earth","Purity Ring","another eternity","1","5","258556","spotify:user:johanbrook","2015-08-25T17:30:05Z"
"spotify:track:470HPBAb7dix8tI0qcBrBP","Oh Joy - Disco Mix","Todd Terje","Delorean Dynamite","1","3","516230","spotify:user:johanbrook","2015-09-24T00:35:11Z"
"spotify:track:45G79uUJgdeV3yGK6wWMYX","Swimming","Buddhalow","Swimming","1","2","333750","spotify:user:johanbrook","2015-10-01T08:28:16Z"
"spotify:track:5z31IjaUchWs58ornN2Me0","Beggin For Thread - BTS Remix","BANKS, Andrew Swanson, Henry Allen","Goddess (Remixes)","1","4","252504","spotify:user:johanbrook","2015-10-08T09:30:47Z"
"spotify:track:4j2zPfsm4IbMtrbPvMJMF0","Fall Over - Soul Clap Remix","BANKS, Soul Clap","Goddess (Remixes)","1","15","380420","spotify:user:johanbrook","2015-10-08T11:08:31Z"
"spotify:track:1KGSPAeX3UIhhjIhB7AKnF","Says","Nils Frahm","Spaces","1","2","498000","spotify:user:johanbrook","2015-10-13T08:51:57Z"
"spotify:track:2kxEPnj1w7dM6kOFSOPfxE","Gunshot - The Shoes vs. San Zhi Remix","Lykke Li","Gunshot (Remixes)","1","2","208516","spotify:user:johanbrook","2015-10-20T10:29:14Z"
"spotify:track:0YEA709dv1bajTwsFN5HyB","Frail","Crystal Castles","Frail","1","1","168819","spotify:user:johanbrook","2015-11-02T07:59:56Z"
"spotify:track:1rxSvR4Rn6dYmicwEF6KpL","Feel - UNKLE Reconstruction","Bombay Bicycle Club, UNKLE","Feel (UNKLE Reconstruction)","1","1","412463","spotify:user:johanbrook","2015-11-02T09:17:12Z"
"spotify:track:1suZF0u0XaWRKL7C7YPatn","Caprisun","Maxx Baer","Breathe","1","1","334000","spotify:user:johanbrook","2015-11-04T10:29:54Z"
"spotify:track:7dQwyCiT1GqZ2eDfALBJLe","Abrasive","Ratatat","Magnifique","1","4","256808","spotify:user:johanbrook","2015-11-16T19:14:53Z"
"spotify:track:18d4Pv6swQM9C9Kr4qWw5h","Deeper Shadows","Jaakko Eino Kalevi","Jaakko Eino Kalevi","1","3","213493","spotify:user:johanbrook","2015-11-25T16:10:15Z"
"spotify:track:2QVmiA93GVhWNTWQctyY1K","Outro","M83","Hurry Up, We're Dreaming","2","11","247026","spotify:user:johanbrook","2015-11-30T10:10:34Z"
"spotify:track:5xVZk4Vt12ViVyoircV9iP","Silver","Caribou","Our Love","1","2","316653","spotify:user:johanbrook","2015-12-06T17:52:08Z"
"spotify:track:6UqRGwjwYL0stXbaodTxwo","Seve - Radio Edit","Tez Cadey","Seve (Radio Edit)","1","1","210853","spotify:user:johanbrook","2015-12-07T20:54:05Z"
"spotify:track:7gsDVSpTMDWxNYVya3V9VM","Proxima","Lower Spectrum","Proxima","1","1","313481","spotify:user:johanbrook","2015-12-07T20:58:59Z"
"spotify:track:7vbXuqIZe5ghKwJtaYxqM8","Volkwein","Super Flu, Dortmunder Philharmoniker, Philipp Armbruster","Volkwein Ep","1","1","544000","spotify:user:johanbrook","2015-12-07T22:40:14Z"
"spotify:track:6U6wMQO5kWIlVkaPAqISKU","Rise","Go March","Go March","1","3","317680","spotify:user:johanbrook","2015-12-15T17:55:07Z"
"spotify:track:5NCJRzFBL1fOj14liNOTiC","Good For You (MOONZz Redo)","MOONZz","Good For You (MOONZz Redo)","1","1","189600","spotify:user:johanbrook","2016-01-13T10:36:42Z"
"spotify:track:2khqMJ0UmmTCgiIjr8RhL3","Dancing On Glass","St. Lucia","Dancing On Glass","1","1","246693","spotify:user:johanbrook","2016-01-13T15:01:08Z"
"spotify:track:64SXBq8bfHgn6mph9GP0EJ","Closer - Akouo Remix","Thief, Akouo","Closer (Remixes)","1","4","215172","spotify:user:johanbrook","2016-01-13T15:01:23Z"
"spotify:track:2rnHTizjYo3ijFMv3v7woz","L - Dusty Brown Remix","Tycho, Dusty Brown","Awake Remixes","1","3","264750","spotify:user:johanbrook","2016-01-20T10:36:28Z"
"spotify:track:0k1xMUwn9sb7bZiqdT9ygx","Beyond","Daft Punk","Random Access Memories","1","9","290240","spotify:user:johanbrook","2016-01-27T00:55:22Z"
"spotify:track:1nuQt2mu7g2I0BWfuEPjxz","Alma","Teddybears","Soft Machine","1","13","295626","spotify:user:johanbrook","2016-02-01T16:39:45Z"
"spotify:track:2VCLyyFobynPrtnOB0Ugq3","Humores IV : Melaina Cholè","Arafúra","Humores I - IV","1","4","553265","spotify:user:johanbrook","2016-02-08T13:46:04Z"
"spotify:track:3GThJUw5wcZSUX4f9DGy49","Det Snurrar I Min Skalle","Martin Senter","Bitchkram","1","15","233958","spotify:user:johanbrook","2016-02-22T14:09:51Z"
"spotify:track:5WNF8VIyabNOd3mVKVKtfL","Tennis Court","Lorde","Pure Heroine","1","1","198907","spotify:user:johanbrook","2016-03-11T16:16:45Z"
"spotify:track:4IyhCLk64jZO2zePZMQBVE","Nothing Left To Die For","Kleerup, Jenny Wilson","As If We Never Won","1","3","192128","spotify:user:johanbrook","2016-03-14T16:37:27Z"
"spotify:track:2W1OJsvgdwrrAIvE47ujiY","Discovery","RRAREBEAR","Essence","1","4","151012","spotify:user:johanbrook","2016-03-16T16:46:48Z"
"spotify:track:7iWvtFtUIANa1gSzokyP75","Spirit Pools","RRAREBEAR","Essence","1","6","161017","spotify:user:johanbrook","2016-03-16T19:31:51Z"
"spotify:track:3tYG0DdqCenWO4Ol8f2YLb","Cannibals","Kyla La Grange","Cut Your Teeth","1","3","326280","spotify:user:johanbrook","2016-03-22T20:18:31Z"
"spotify:track:0Xt3Zjaj9sTCGMO2B2Sd6F","Side 1, Pt. 2: It's What We Do","Pink Floyd","The Endless River","1","2","381426","spotify:user:johanbrook","2016-04-12T00:17:14Z"
"spotify:track:0cjTITEB2pBHHSH5UHyU2U","Why You","Polynation","Allogamy","1","1","440414","spotify:user:johanbrook","2016-04-12T14:54:01Z"
"spotify:track:3AXMHWlNP7Bmlkc6fqaNm7","Fallen - Radio Edit","Andry B., JJ","Fallen","1","1","224516","spotify:user:johanbrook","2016-04-17T01:02:43Z"
"spotify:track:5UHuuQGEgMbZrYnHjQG9ny","Take on Me - Kygo Remix","a-ha, Kygo","Take On Me (Kygo Remix)","1","1","226666","spotify:user:johanbrook","2016-04-18T21:35:24Z"
"spotify:track:7i6bGz9lcLzT1TA7Oi6rCC","Part of Me","LittleKings, Kareem","Part of Me","1","1","198633","spotify:user:johanbrook","2016-04-18T22:22:28Z"
"spotify:track:6GCgCYxPAFvGq0B0JFN35k","After Life","Tchami, Stacy Barthe","After Life (feat. Stacy Barthe)","1","1","293333","spotify:user:johanbrook","2016-04-18T22:51:06Z"
"spotify:track:6fky4Xec0LpUj01a5vSNzX","Irish","MOV","Irish","1","1","181884","spotify:user:johanbrook","2016-04-20T21:11:03Z"
"spotify:track:47zb439rVmTh2Q9VoYkB0s","Supergirl - Daniele Di Martino Remix","Anna Naklab, Alle Farben, Younotus, Daniele Di Martino","Supergirl - EP","1","5","297546","spotify:user:johanbrook","2016-04-21T23:32:52Z"
"spotify:track:6vhW64Qlso1xjqkbWkidX8","The Monk - Original Mix","Joris Voorn","Nobody Knows","1","1","235493","spotify:user:johanbrook","2016-04-28T20:04:31Z"
"spotify:track:2xfhaaGaRdqFAyDlzYPTJp","Longing for Lullabies (feat. Titiyo)","Kleerup, Titiyo","Collection","1","4","229266","spotify:user:johanbrook","2016-05-02T02:34:06Z"
"spotify:track:2tTocxssGdXUqPPp1UUrPh","Elektrisk Hånd","Navneløs","Elektrisk Hånd","1","1","397750","spotify:user:johanbrook","2016-05-03T02:07:24Z"
"spotify:track:6ju8mGZMTMvfy84KoLU5rn","In The Sun","Thomas Rusiak","In The Sun","1","1","351840","spotify:user:johanbrook","2016-05-03T20:37:33Z"
"spotify:track:3lO38SiB2WAQRqTAHN7WTC","Borderline - Vanic Remix","Tove Styrke, Vanic","Borderline (Vanic Remix)","1","1","256500","spotify:user:johanbrook","2016-05-12T20:11:46Z"
"spotify:track:0W9JOlpUkUfvmwmrayGB4S","Ego - Bearson Remix","Tove Styrke","Ego (Bearson Remix)","1","1","239097","spotify:user:johanbrook","2016-05-12T20:24:18Z"
"spotify:track:54FCluKgfL9mGmABQbROtT","Leave A Trace - Four Tet Remix","CHVRCHES, Four Tet","Leave A Trace (Four Tet Remix)","1","1","409805","spotify:user:johanbrook","2016-05-12T22:39:56Z"
"spotify:track:3ZZNUQxQUdGGazPJdFBD9J","Unnskyld meg min hjerne (feat Hkon , Sturle Kvilekval )","NMG/G-HUSET","Unnskyld meg min hjerne (feat Hkon , Sturle Kvilekval )","1","1","283642","spotify:user:johanbrook","2016-06-13T07:51:49Z"
"spotify:track:2ZExGicrMRQDbTdCsdhY8r","Control","Thomas Rusiak","Ride","1","6","306280","spotify:user:johanbrook","2016-06-14T12:45:56Z"
"spotify:track:0ZBCDjfbv9vLNEirBEwoOZ","Gold","SQRD","Gold","1","1","175609","spotify:user:johanbrook","2016-06-27T08:21:42Z"
"spotify:track:6kQsS6IALerD0Wa8PJloPf","1812 Festival Overture, Op. 49: 1812 Overture, Op. 49: Finale","Pyotr Ilyich Tchaikovsky, Royal Philharmonic Orchestra, Adrian Leaper","Extreme Classics","1","14","229000","spotify:user:johanbrook","2016-07-14T12:44:43Z"
"spotify:track:5gE7PaXcit4z7eYS2LbpFY","Seven Days of Falling","Esbjörn Svensson Trio","Seven Days of Falling","1","2","386600","spotify:user:johanbrook","2016-07-18T20:08:34Z"
"spotify:track:2pdulgTSVNLaZkwCi32Jk3","Balloons","Tonbruket","Dig It to the End","1","2","325640","spotify:user:johanbrook","2016-07-25T08:49:38Z"
"spotify:track:3L8HLf0mDqAlc1PHDMaWZg","U&I","nanobii","U&I/ZERO-G","1","1","203243","spotify:user:johanbrook","2016-08-18T11:45:39Z"
"spotify:track:4d18gysSNfLeEHoiugsn5E","Leave A Trace - Goldroom Remix","CHVRCHES, Goldroom","Leave A Trace (Goldroom Remix)","1","1","299062","spotify:user:johanbrook","2016-08-21T10:49:51Z"
"spotify:track:5ia7ucDx8266SDmL6vzwp3","Tether (Eric Prydz Vs. CHVRCHES) - Radio Edit","Eric Prydz, CHVRCHES","Tether (Eric Prydz Vs. CHVRCHES) [Radio Edit]","1","1","186623","spotify:user:johanbrook","2016-08-21T10:56:57Z"
"spotify:track:2Atzk0W2RHeZw2oIiaBubK","Tommy's Theme - Original","Noisia","Split the Atom (Special Edition)","1","20","280308","spotify:user:johanbrook","2016-09-05T17:33:01Z"
"spotify:track:3Q2hd4O57S1p928kQFBcav","Say You Never Let Me Go","Touchy Mob","Lose Your Head (Original Motion Picture Soundtrack)","1","4","242169","spotify:user:johanbrook","2016-09-06T20:40:48Z"
"spotify:track:505adiMkMfo80cg6HJtmWT","Maggot Brain","Funkadelic","Maggot Brain","1","1","621106","spotify:user:johanbrook","2016-09-12T20:29:01Z"
"spotify:track:5eWTiXaVTSbMq1ZggBK7Ez","Arcadian Flowers","Trummor & Orgel","Reflections From A Watery World","1","1","543773","spotify:user:johanbrook","2016-09-26T13:16:07Z"
"spotify:track:2hRJ0RcQAwxvrApfvFODaB","Love","Colour Haze","Colour Haze","1","4","560066","spotify:user:johanbrook","2016-10-07T19:52:36Z"
"spotify:track:7lQXrswEIAXh6xlmLS3O8X","Barkbrödslåten","Kebnekajse","Kebnekajse II","1","4","276973","spotify:user:johanbrook","2016-10-07T20:30:31Z"
"spotify:track:1qR6VpmgnZOqlUvAa3vCZq","Frog","Carbon Based Lifeforms","Interloper (2015 Remaster)","1","7","456000","spotify:user:johanbrook","2016-10-24T20:25:21Z"
"spotify:track:6NLilvLw53rJp9M8Vj6oFj","Supersede","Carbon Based Lifeforms","Interloper (2015 Remaster)","1","4","499200","spotify:user:johanbrook","2016-10-24T22:06:22Z"
"spotify:track:3bunS96mO7iXAmLs9s3UW1","Feel Alive - Frezel Remix","Pachi","Feel Alive (Remixes)","1","4","305014","spotify:user:johanbrook","2016-10-31T19:22:40Z"
"spotify:track:5hHWeBhMTtOFc0EKcv0CWv","TBD (feat. Sampha)","SBTRKT, Sampha","SAVE YOURSELF","1","4","217326","spotify:user:johanbrook","2016-11-02T22:24:55Z"
"spotify:track:4zc37iuFxZRwoOj4RMEoll","Stages","Flynthe","Stages","1","1","309140","spotify:user:johanbrook","2016-11-03T15:13:13Z"
"spotify:track:4lkiuq7ZazqffbO6ZOAkQb","Indigenous People","Flynthe","Africania EP","1","1","222857","spotify:user:johanbrook","2016-11-03T15:16:23Z"
"spotify:track:3AuSogI89rld1KqfUpL3Np","Kerala","Bonobo","Kerala","1","1","237546","spotify:user:johanbrook","2016-11-11T03:29:10Z"
"spotify:track:7myQINaggqA0DpzwBt1Iap","Meet In The Middle - Ekali Remix","Ta-ku, Wafia, Ekali","Meet In The Middle (Ekali Remix)","1","1","234141","spotify:user:johanbrook","2016-11-11T05:10:49Z"
"spotify:track:0jKoYTjf7GdCjQBF2fXoxb","Dandelion","Sad Eye","Dandelion","1","1","174410","spotify:user:johanbrook","2016-11-12T21:44:34Z"
"spotify:track:6gTuDSUT3q1YX3YSGWBSBx","Hummingbird - OX2 Remix","Kyla La Grange, OX2","Hummingbird (OX2 Remix)","1","1","201882","spotify:user:johanbrook","2016-11-21T20:08:06Z"
"spotify:track:35aNHKBZWXXbL9KQK7O5Nk","Hurricane","MS MR","Secondhand Rapture","1","1","226373","spotify:user:johanbrook","2016-11-21T20:19:23Z"
"spotify:track:0QE2gB4fweJt7kSvF9rqp1","The Suburbs","Mr Little Jeans","Pocketknife","1","9","307053","spotify:user:johanbrook","2016-11-21T20:19:57Z"
"spotify:track:78UcxP3Xm0EOXneQUDsStA","Campione 2000 - Radio Version","E-Type","Euro IV Ever","1","12","213413","spotify:user:johanbrook","2016-11-23T18:12:22Z"
"spotify:track:65TJDuQ9btuLAMX9Zvj4RX","Justify","Kyla La Grange","Justify","1","1","216444","spotify:user:johanbrook","2016-12-02T18:32:31Z"
"spotify:track:5fJceFs6hA0tq19DOyuWRe","En Larmes - Chronos Remix","Lemonchill","Sun Dial","1","6","285273","spotify:user:johanbrook","2016-12-07T16:03:35Z"
"spotify:track:6cLlBaaZIZZ7XvnsLYar8c","Brand","Ghasper","Brand","1","1","246007","spotify:user:johanbrook","2016-12-07T16:10:28Z"
"spotify:track:2PtvA0ZkM6JJg39v68vysQ","Ghost - Original Mix","Mark Dekoda, Orkestrated","Ghost","1","1","300483","spotify:user:johanbrook","2016-12-08T17:25:23Z"
"spotify:track:3mdBkhB7sWyrZo7FpGKklL","Sékoia","Vague Wave, Tupal","Sékoia","1","1","249230","spotify:user:johanbrook","2016-12-08T17:27:05Z"
"spotify:track:0crMum0BzSBoGK9lxXx26b","Sever the Ties (feat. Esther Sparkes)","Arman Cekin, Esther Sparkes","Sever the Ties (feat. Esther Sparkes)","1","1","209608","spotify:user:johanbrook","2016-12-08T17:57:18Z"
